,id,student_id,student_class_id,class_grade,grade_diff,adaptive_mode,mastered,delay_days,work_delay_in_day,ms,class_performance,class_assignment_performance,skill_id,prereq_skill_id,prereq_easiness,prereq_performance,easiness,right,wrong,correct,grade_diff_2,ms_bin
5040,490989,228100,31488,8,0,0,0,7,50,8,0.684806034483,0.524590163934,213,162,0.493023590334,0.652173913043,0.324937027708,4,3,0,0.0,0.0
5061,491043,227101,31488,8,0,0,0,7,16,1,0.684806034483,0.524590163934,213,162,0.783519807573,0.666666666667,0.45596432553,0,1,1,0.0,0.0
5065,491051,227953,31488,8,0,0,0,7,43,3,0.684806034483,0.524590163934,213,162,0.493023590334,0.533333333333,0.307692307692,1,2,1,0.0,0.0
5069,491067,227086,31488,8,0,0,0,7,29,5,0.684806034483,0.524590163934,213,162,0.783519807573,1.0,0.797193877551,2,3,1,0.0,0.0
5076,491082,231846,31488,8,0,0,0,7,45,5,0.684806034483,0.622950819672,217,212,0.761708718868,1.0,0.550607287449,1,4,0,0.0,0.0
5079,491087,234150,31488,8,0,0,0,7,43,10,0.684806034483,0.622950819672,217,212,0.761708718868,0.571428571429,0.537960954447,2,8,0,0.0,0.0
5099,491102,228100,31488,8,0,0,0,7,50,4,0.684806034483,0.622950819672,217,212,0.689464202309,0.636363636364,0.439696760855,1,2,0,0.0,0.0
5111,491115,227783,31488,8,0,0,0,7,75,4,0.684806034483,0.622950819672,217,212,0.689464202309,0.7,0.430511182109,2,2,1,0.0,0.0
5130,491126,227790,31488,8,0,0,0,7,49,4,0.684806034483,0.622950819672,217,212,0.689464202309,0.666666666667,0.608294930876,1,2,0,0.0,0.0
5132,491127,229904,31488,8,-1,0,0,7,30,3,0.684806034483,0.622950819672,217,212,0.689464202309,0.8,0.579787234043,1,2,0,2.0,0.0
5139,491131,283595,31488,8,0,0,0,7,43,10,0.684806034483,0.622950819672,217,212,0.689464202309,0.75,0.60585065435,3,7,0,0.0,0.0
5140,491133,227101,31488,8,0,0,0,7,16,5,0.684806034483,0.622950819672,217,212,0.689464202309,0.388888888889,0.608294930876,2,3,1,0.0,0.0
5146,491136,229863,31488,8,0,0,0,7,47,3,0.684806034483,0.622950819672,217,212,0.689464202309,1.0,0.60585065435,2,1,0,0.0,0.0
5148,491137,282843,31488,8,-1,0,0,7,46,1,0.684806034483,0.622950819672,217,212,0.689464202309,1.0,0.668417596848,0,1,1,2.0,0.0
5164,491156,228128,31488,8,0,0,0,7,32,16,0.684806034483,0.622950819672,217,212,0.689464202309,0.52380952381,0.680317040951,3,13,0,0.0,0.0
5587,497456,231846,31488,8,0,0,0,7,38,3,0.684806034483,0.467741935484,259,213,0.614521646375,0.625,0.64200477327,0,3,1,0.0,0.0
5591,497461,234150,31488,8,0,0,0,7,36,3,0.684806034483,0.467741935484,259,213,0.614521646375,0.5,0.650627615063,0,2,0,0.0,0.0
5601,497465,226617,31488,8,0,0,0,7,33,9,0.684806034483,0.467741935484,259,162,0.783519807573,1.0,0.516536964981,3,6,1,0.0,0.0
5602,497465,226617,31488,8,0,0,0,7,33,9,0.684806034483,0.467741935484,259,213,0.614521646375,0.764705882353,0.516536964981,3,6,1,0.0,0.0
5605,497466,230294,31488,8,1,0,0,7,11,1,0.684806034483,0.467741935484,259,213,0.614521646375,0.545454545455,0.542958370239,0,1,0,1.0,0.0
5621,497474,229762,31488,8,-1,0,0,7,39,1,0.684806034483,0.467741935484,259,162,0.493023590334,0.433333333333,0.573043478261,0,1,0,2.0,0.0
5622,497474,229762,31488,8,-1,0,0,7,39,1,0.684806034483,0.467741935484,259,213,0.614521646375,0.6,0.573043478261,0,1,0,2.0,0.0
5625,497477,228100,31488,8,0,0,0,7,43,2,0.684806034483,0.467741935484,259,162,0.493023590334,0.652173913043,0.670175438596,0,1,0,0.0,0.0
5626,497477,228100,31488,8,0,0,0,7,43,2,0.684806034483,0.467741935484,259,213,0.614521646375,0.6,0.670175438596,0,1,0,0.0,0.0
5641,497490,227783,31488,8,0,0,0,7,68,5,0.684806034483,0.467741935484,259,162,0.493023590334,0.318181818182,0.590092064884,3,2,1,0.0,0.0
5642,497490,227783,31488,8,0,0,0,7,68,5,0.684806034483,0.467741935484,259,213,0.614521646375,0.5,0.590092064884,3,2,1,0.0,0.0
5665,497500,228290,31488,8,0,0,0,7,8,5,0.684806034483,0.467741935484,259,162,0.493023590334,0.666666666667,0.473451327434,3,2,0,0.0,0.0
5666,497500,228290,31488,8,0,0,0,7,8,5,0.684806034483,0.467741935484,259,213,0.614521646375,0.583333333333,0.473451327434,3,2,0,0.0,0.0
5672,497503,227784,31488,8,0,0,0,7,28,4,0.684806034483,0.467741935484,259,162,0.493023590334,0.375,0.655717761557,1,2,0,0.0,0.0
5673,497503,227784,31488,8,0,0,0,7,28,4,0.684806034483,0.467741935484,259,213,0.614521646375,0.727272727273,0.655717761557,1,2,0,0.0,0.0
5694,497510,229873,31488,8,0,0,0,7,67,4,0.684806034483,0.467741935484,259,213,0.614521646375,0.4,0.620253164557,2,1,0,0.0,0.0
5696,497511,229863,31488,8,0,0,0,7,40,6,0.684806034483,0.467741935484,259,213,0.614521646375,0.0,0.566878980892,3,3,0,0.0,0.0
5700,497513,226647,31488,8,0,0,0,7,68,4,0.684806034483,0.467741935484,259,162,0.783519807573,1.0,0.686188384578,1,3,1,0.0,0.0
5701,497513,226647,31488,8,0,0,0,7,68,4,0.684806034483,0.467741935484,259,213,0.614521646375,0.727272727273,0.686188384578,1,3,1,0.0,0.0
5720,497521,227770,31488,8,0,0,0,7,4,3,0.684806034483,0.467741935484,259,162,0.493023590334,0.388888888889,0.637413394919,1,1,1,0.0,0.0
5721,497521,227770,31488,8,0,0,0,7,4,3,0.684806034483,0.467741935484,259,213,0.614521646375,0.5,0.637413394919,1,1,1,0.0,0.0
5724,497527,226630,31488,8,0,0,0,7,26,4,0.684806034483,0.467741935484,259,162,0.783519807573,0.75,0.742337164751,2,2,1,0.0,0.0
5725,497527,226630,31488,8,0,0,0,7,26,4,0.684806034483,0.467741935484,259,213,0.614521646375,0.875,0.742337164751,2,2,1,0.0,0.0
5743,497540,228287,31488,8,0,0,0,7,23,20,0.684806034483,0.467741935484,259,162,0.493023590334,0.8,0.563890325918,12,7,0,0.0,0.0
5744,497540,228287,31488,8,0,0,0,7,23,20,0.684806034483,0.467741935484,259,213,0.614521646375,0.583333333333,0.563890325918,12,7,0,0.0,0.0
5761,497547,231846,31488,8,0,0,0,7,38,3,0.684806034483,0.459016393443,217,212,0.761708718868,1.0,0.670231729055,0,2,1,0.0,0.0
5764,497552,234150,31488,8,0,0,0,7,36,12,0.684806034483,0.459016393443,217,212,0.761708718868,0.571428571429,0.661593554163,5,6,0,0.0,0.0
5802,497592,227790,31488,8,0,0,0,7,42,10,0.684806034483,0.459016393443,217,212,0.689464202309,0.666666666667,0.60944007404,3,7,0,0.0,0.0
7819,527822,227698,31487,8,0,0,0,7,5,7,0.70297029703,0.5625,262,217,0.613741175131,0.5,0.395631067961,0,7,1,0.0,0.0
7824,527823,230413,31487,8,0,0,0,7,5,3,0.70297029703,0.5625,262,217,0.571879936809,0.444444444444,0.470873786408,0,3,0,0.0,0.0
8916,537631,230413,31487,8,0,0,0,7,25,6,0.70297029703,0.4,262,217,0.571879936809,0.444444444444,0.541766109785,0,5,0,0.0,0.0
13909,604129,229903,31259,8,0,0,0,7,8,4,0.625462229266,0.631578947368,291,156,0.75901483195,1.0,0.81974248927,1,3,0,0.0,0.0
13911,604129,229903,31259,8,0,0,0,7,8,4,0.625462229266,0.631578947368,291,217,0.571879936809,0.266666666667,0.81974248927,1,3,0,0.0,0.0
13914,604131,228356,31259,8,0,0,0,7,11,2,0.625462229266,0.631578947368,291,156,0.78580194468,1.0,0.781411359725,0,2,1,0.0,0.0
13916,604131,228356,31259,8,0,0,0,7,11,2,0.625462229266,0.631578947368,291,217,0.571879936809,0.6,0.781411359725,0,2,1,0.0,0.0
13986,604251,229875,31259,8,0,0,0,7,1,1,0.625462229266,0.473684210526,292,291,0.786585365854,1.0,0.797153024911,0,1,0,0.0,0.0
0,389087,223605,29867,7,0,1,1,3,1,5,0.750746268657,0.641025641026,239,198,0.599686157912,0.4,0.861940298507,3,2,1,0.0,2.0
2,389089,221805,29867,7,0,1,1,5,1,5,0.750746268657,0.641025641026,239,198,0.599686157912,0.666666666667,0.812105458596,4,1,1,0.0,2.0
4,389091,221878,29867,7,-1,1,1,7,3,3,0.750746268657,0.641025641026,239,198,0.599686157912,0.0,0.885741265345,3,0,1,2.0,1.0
5,389095,221665,29867,7,-1,1,1,7,1,3,0.750746268657,0.641025641026,239,198,0.599686157912,0.636363636364,0.79625984252,3,0,0,2.0,1.0
7,389096,221797,29867,7,-1,1,1,6,1,5,0.750746268657,0.641025641026,239,198,0.599686157912,0.625,0.834661354582,4,1,1,2.0,2.0
9,389099,225593,29867,7,-1,1,1,1,1,9,0.750746268657,0.641025641026,239,198,0.599686157912,0.5,0.664961636829,4,5,0,2.0,3.0
11,389103,221562,29867,7,-1,1,1,1,1,9,0.750746268657,0.641025641026,239,198,0.599686157912,0.75,0.293499043977,6,3,0,2.0,3.0
13,389109,221647,29867,7,-1,1,1,6,1,4,0.750746268657,0.641025641026,239,198,0.599686157912,0.714285714286,0.664961636829,3,1,1,2.0,1.0
15,389112,221798,29867,7,-1,1,1,6,1,6,0.750746268657,0.641025641026,239,198,0.599686157912,0.5,0.827838827839,4,2,1,2.0,2.0
17,389113,221591,29867,7,-1,1,1,7,1,3,0.750746268657,0.641025641026,239,198,0.599686157912,0.8,0.866197183099,3,0,1,2.0,1.0
19,389118,221677,29867,7,-1,1,1,7,5,3,0.750746268657,0.641025641026,239,198,0.599686157912,0.714285714286,0.310871518419,3,0,0,2.0,1.0
21,389121,221815,29867,7,-1,1,1,6,1,4,0.750746268657,0.641025641026,239,198,0.599686157912,0.625,0.768445839874,3,1,0,2.0,1.0
23,389123,221621,29867,7,-1,1,1,1,1,14,0.750746268657,0.641025641026,239,198,0.716484461646,1.0,0.870299957752,7,7,0,2.0,3.0
24,389127,221722,29867,7,0,1,1,5,1,5,0.750746268657,0.641025641026,239,198,0.599686157912,0.6,0.796641791045,3,2,0,0.0,2.0
26,389129,221843,29867,7,0,1,1,7,1,3,0.750746268657,0.641025641026,239,198,0.599686157912,0.75,0.304549675023,3,0,1,0.0,1.0
28,389130,221691,29867,7,0,1,1,7,26,3,0.750746268657,0.641025641026,239,198,0.599686157912,0.666666666667,0.845679012346,3,0,1,0.0,1.0
30,389131,221685,29867,7,-1,1,1,7,1,3,0.750746268657,0.641025641026,239,198,0.599686157912,0.666666666667,0.834661354582,3,0,1,2.0,1.0
32,389132,221887,29867,7,-1,1,1,7,1,3,0.750746268657,0.641025641026,239,198,0.599686157912,1.0,0.802566633761,3,0,1,2.0,1.0
34,389137,221664,29867,7,-1,1,1,7,1,3,0.750746268657,0.641025641026,239,198,0.599686157912,0.75,0.692941176471,3,0,1,2.0,1.0
36,389139,221810,29867,7,-1,1,1,4,1,6,0.750746268657,0.641025641026,239,198,0.599686157912,0.666666666667,0.3353115727,3,3,0,2.0,2.0
38,389140,221697,29867,7,-1,1,1,4,1,6,0.750746268657,0.641025641026,239,198,0.599686157912,1.0,0.796641791045,4,2,1,2.0,2.0
40,389147,221672,29867,7,-1,1,1,4,1,6,0.750746268657,0.641025641026,239,198,0.599686157912,0.5,0.335907335907,4,2,0,2.0,2.0
41,389150,221886,29867,7,-1,1,1,3,1,7,0.750746268657,0.641025641026,239,198,0.599686157912,1.0,0.301570680628,5,2,0,2.0,3.0
43,393775,227791,27538,7,0,1,1,7,11,3,0.587217043941,0.513513513514,198,129,0.858386994616,1.0,0.683890577508,3,0,1,0.0,1.0
44,393775,227791,27538,7,0,1,1,7,11,3,0.587217043941,0.513513513514,198,130,0.549413823272,0.0,0.683890577508,3,0,1,0.0,1.0
45,393775,227791,27538,7,0,1,1,7,11,3,0.587217043941,0.513513513514,198,196,0.7618065613,0.857142857143,0.683890577508,3,0,1,0.0,1.0
46,393777,227788,27538,7,0,1,1,6,3,4,0.587217043941,0.513513513514,198,129,0.858386994616,1.0,0.686440677966,3,1,1,0.0,1.0
48,393777,227788,27538,7,0,1,1,6,3,4,0.587217043941,0.513513513514,198,196,0.7618065613,1.0,0.686440677966,3,1,1,0.0,1.0
49,393781,227785,27538,7,0,1,1,7,1,3,0.587217043941,0.513513513514,198,129,0.858386994616,1.0,0.749295774648,3,0,1,0.0,1.0
50,393781,227785,27538,7,0,1,1,7,1,3,0.587217043941,0.513513513514,198,130,0.549413823272,1.0,0.749295774648,3,0,1,0.0,1.0
51,393781,227785,27538,7,0,1,1,7,1,3,0.587217043941,0.513513513514,198,196,0.7618065613,1.0,0.749295774648,3,0,1,0.0,1.0
52,393782,227780,27538,7,0,1,1,6,5,4,0.587217043941,0.513513513514,198,129,0.858386994616,0.666666666667,0.684057971014,3,1,0,0.0,1.0
53,393782,227780,27538,7,0,1,1,6,5,4,0.587217043941,0.513513513514,198,196,0.7618065613,1.0,0.684057971014,3,1,0,0.0,1.0
54,393784,227781,27538,7,0,1,1,4,11,6,0.587217043941,0.513513513514,198,129,0.858386994616,1.0,0.810769230769,5,1,1,0.0,2.0
56,393784,227781,27538,7,0,1,1,4,11,6,0.587217043941,0.513513513514,198,196,0.7618065613,1.0,0.810769230769,5,1,1,0.0,2.0
57,393786,227782,27538,7,0,1,1,4,1,6,0.587217043941,0.513513513514,198,129,0.858386994616,1.0,0.72602739726,3,3,0,0.0,2.0
59,393786,227782,27538,7,0,1,1,4,1,6,0.587217043941,0.513513513514,198,196,0.7618065613,0.857142857143,0.72602739726,3,3,0,0.0,2.0
60,393788,227769,27538,7,-1,1,1,7,9,3,0.587217043941,0.513513513514,198,129,0.858386994616,1.0,0.700598802395,3,0,1,2.0,1.0
62,393788,227769,27538,7,-1,1,1,7,9,3,0.587217043941,0.513513513514,198,196,0.7618065613,0.8,0.700598802395,3,0,1,2.0,1.0
63,393789,227774,27538,7,0,1,1,1,6,9,0.587217043941,0.513513513514,198,129,0.858386994616,0.75,0.720797720798,5,4,0,0.0,3.0
64,393789,227774,27538,7,0,1,1,1,6,9,0.587217043941,0.513513513514,198,130,0.549413823272,0.5,0.720797720798,5,4,0,0.0,3.0
65,393789,227774,27538,7,0,1,1,1,6,9,0.587217043941,0.513513513514,198,196,0.7618065613,0.454545454545,0.720797720798,5,4,0,0.0,3.0
66,393791,227771,27538,7,0,1,1,1,11,9,0.587217043941,0.513513513514,198,129,0.858386994616,1.0,0.728260869565,6,3,1,0.0,3.0
68,393791,227771,27538,7,0,1,1,1,11,9,0.587217043941,0.513513513514,198,196,0.7618065613,1.0,0.728260869565,6,3,1,0.0,3.0
69,393794,229762,27538,7,-1,1,1,3,1,7,0.587217043941,0.513513513514,198,129,0.858386994616,0.0,0.730360934183,3,4,0,2.0,3.0
70,393794,229762,27538,7,-1,1,1,3,1,7,0.587217043941,0.513513513514,198,130,0.549413823272,0.0,0.730360934183,3,4,0,2.0,3.0
71,393794,229762,27538,7,-1,1,1,3,1,7,0.587217043941,0.513513513514,198,196,0.7618065613,1.0,0.730360934183,3,4,0,2.0,3.0
72,393800,228298,27538,7,0,1,1,4,1,6,0.587217043941,0.513513513514,198,129,0.858386994616,1.0,0.756684491979,5,1,1,0.0,2.0
73,393800,228298,27538,7,0,1,1,4,1,6,0.587217043941,0.513513513514,198,130,0.549413823272,0.7,0.756684491979,5,1,1,0.0,2.0
74,393800,228298,27538,7,0,1,1,4,1,6,0.587217043941,0.513513513514,198,196,0.7618065613,0.636363636364,0.756684491979,5,1,1,0.0,2.0
75,393802,228294,27538,7,0,1,1,7,1,3,0.587217043941,0.513513513514,198,129,0.858386994616,1.0,0.742038216561,3,0,1,0.0,1.0
77,393802,228294,27538,7,0,1,1,7,1,3,0.587217043941,0.513513513514,198,196,0.7618065613,1.0,0.742038216561,3,0,1,0.0,1.0
78,393805,228293,27538,7,0,1,1,1,1,10,0.587217043941,0.513513513514,198,129,0.858386994616,0.75,0.56768558952,6,4,0,0.0,3.0
79,393805,228293,27538,7,0,1,1,1,1,10,0.587217043941,0.513513513514,198,130,0.549413823272,0.555555555556,0.56768558952,6,4,0,0.0,3.0
80,393805,228293,27538,7,0,1,1,1,1,10,0.587217043941,0.513513513514,198,196,0.7618065613,0.8,0.56768558952,6,4,0,0.0,3.0
81,393808,228290,27538,7,0,1,1,1,13,18,0.587217043941,0.513513513514,198,129,0.858386994616,0.75,0.758099352052,7,11,0,0.0,3.0
82,393808,228290,27538,7,0,1,1,1,13,18,0.587217043941,0.513513513514,198,130,0.549413823272,0.666666666667,0.758099352052,7,11,0,0.0,3.0
83,393808,228290,27538,7,0,1,1,1,13,18,0.587217043941,0.513513513514,198,196,0.7618065613,0.777777777778,0.758099352052,7,11,0,0.0,3.0
84,393809,228292,27538,7,-1,1,1,7,1,3,0.587217043941,0.513513513514,198,129,0.858386994616,0.75,0.778846153846,3,0,1,2.0,1.0
85,393809,228292,27538,7,-1,1,1,7,1,3,0.587217043941,0.513513513514,198,130,0.549413823272,1.0,0.778846153846,3,0,1,2.0,1.0
86,393809,228292,27538,7,-1,1,1,7,1,3,0.587217043941,0.513513513514,198,196,0.7618065613,0.875,0.778846153846,3,0,1,2.0,1.0
87,393813,228284,27538,7,0,1,1,3,3,7,0.587217043941,0.513513513514,198,129,0.858386994616,1.0,0.683890577508,4,3,0,0.0,3.0
88,393813,228284,27538,7,0,1,1,3,3,7,0.587217043941,0.513513513514,198,130,0.549413823272,0.5,0.683890577508,4,3,0,0.0,3.0
89,393813,228284,27538,7,0,1,1,3,3,7,0.587217043941,0.513513513514,198,196,0.7618065613,1.0,0.683890577508,4,3,0,0.0,3.0
91,393815,227770,27538,7,0,1,1,1,1,8,0.587217043941,0.513513513514,198,196,0.7618065613,0.2,0.745856353591,4,4,1,0.0,3.0
92,393818,228066,27538,7,0,1,1,1,16,11,0.587217043941,0.513513513514,198,129,0.858386994616,0.75,0.591240875912,5,6,0,0.0,3.0
93,393818,228066,27538,7,0,1,1,1,16,11,0.587217043941,0.513513513514,198,130,0.549413823272,0.444444444444,0.591240875912,5,6,0,0.0,3.0
94,393818,228066,27538,7,0,1,1,1,16,11,0.587217043941,0.513513513514,198,196,0.7618065613,1.0,0.591240875912,5,6,0,0.0,3.0
95,393819,228070,27538,7,0,1,1,7,4,3,0.587217043941,0.513513513514,198,129,0.858386994616,0.75,0.72027972028,2,1,0,0.0,1.0
96,393819,228070,27538,7,0,1,1,7,4,3,0.587217043941,0.513513513514,198,130,0.549413823272,0.6,0.72027972028,2,1,0,0.0,1.0
97,393819,228070,27538,7,0,1,1,7,4,3,0.587217043941,0.513513513514,198,196,0.7618065613,0.642857142857,0.72027972028,2,1,0,0.0,1.0
98,393821,228127,27538,7,0,1,1,6,1,4,0.587217043941,0.513513513514,198,129,0.858386994616,1.0,0.759312320917,3,1,0,0.0,1.0
99,393821,228127,27538,7,0,1,1,6,1,4,0.587217043941,0.513513513514,198,196,0.7618065613,0.857142857143,0.759312320917,3,1,0,0.0,1.0
100,393822,228128,27538,7,0,1,1,4,4,6,0.587217043941,0.513513513514,198,129,0.858386994616,1.0,0.68660968661,4,2,0,0.0,2.0
101,393822,228128,27538,7,0,1,1,4,4,6,0.587217043941,0.513513513514,198,130,0.549413823272,0.0,0.68660968661,4,2,0,0.0,2.0
102,393822,228128,27538,7,0,1,1,4,4,6,0.587217043941,0.513513513514,198,196,0.7618065613,0.727272727273,0.68660968661,4,2,0,0.0,2.0
103,393824,228088,27538,7,-1,1,1,5,2,5,0.587217043941,0.513513513514,198,129,0.858386994616,1.0,0.784810126582,3,2,0,2.0,2.0
105,393824,228088,27538,7,-1,1,1,5,2,5,0.587217043941,0.513513513514,198,196,0.7618065613,0.857142857143,0.784810126582,3,2,0,2.0,2.0
106,393826,228077,27538,7,0,1,1,6,6,4,0.587217043941,0.513513513514,198,129,0.858386994616,1.0,0.733173076923,3,1,1,0.0,1.0
108,393826,228077,27538,7,0,1,1,6,6,4,0.587217043941,0.513513513514,198,196,0.7618065613,1.0,0.733173076923,3,1,1,0.0,1.0
109,393827,228069,27538,7,0,1,1,6,1,4,0.587217043941,0.513513513514,198,129,0.858386994616,0.8,0.749128919861,3,1,1,0.0,1.0
110,393827,228069,27538,7,0,1,1,6,1,4,0.587217043941,0.513513513514,198,130,0.549413823272,0.333333333333,0.749128919861,3,1,1,0.0,1.0
111,393827,228069,27538,7,0,1,1,6,1,4,0.587217043941,0.513513513514,198,196,0.7618065613,0.857142857143,0.749128919861,3,1,1,0.0,1.0
112,393828,228076,27538,7,0,1,1,7,1,3,0.587217043941,0.513513513514,198,129,0.858386994616,0.75,0.743271221532,3,0,1,0.0,1.0
114,393828,228076,27538,7,0,1,1,7,1,3,0.587217043941,0.513513513514,198,196,0.7618065613,0.857142857143,0.743271221532,3,0,1,0.0,1.0
115,393829,228075,27538,7,0,1,1,5,5,5,0.587217043941,0.513513513514,198,129,0.858386994616,1.0,0.691211401425,3,2,0,0.0,2.0
117,393829,228075,27538,7,0,1,1,5,5,5,0.587217043941,0.513513513514,198,196,0.7618065613,1.0,0.691211401425,3,2,0,0.0,2.0
118,393839,227919,27538,7,0,1,1,7,1,3,0.587217043941,0.513513513514,198,129,0.858386994616,1.0,0.591240875912,3,0,0,0.0,1.0
119,393839,227919,27538,7,0,1,1,7,1,3,0.587217043941,0.513513513514,198,130,0.549413823272,0.545454545455,0.591240875912,3,0,0,0.0,1.0
120,393839,227919,27538,7,0,1,1,7,1,3,0.587217043941,0.513513513514,198,196,0.7618065613,0.392857142857,0.591240875912,3,0,0,0.0,1.0
121,393841,227954,27538,7,0,1,1,5,1,5,0.587217043941,0.513513513514,198,129,0.858386994616,1.0,0.704,4,1,0,0.0,2.0
123,393841,227954,27538,7,0,1,1,5,1,5,0.587217043941,0.513513513514,198,196,0.7618065613,1.0,0.704,4,1,0,0.0,2.0
124,393843,227941,27538,7,-1,1,1,1,7,11,0.587217043941,0.513513513514,198,129,0.858386994616,0.5,0.680722891566,5,6,0,2.0,3.0
126,393843,227941,27538,7,-1,1,1,1,7,11,0.587217043941,0.513513513514,198,196,0.7618065613,0.727272727273,0.680722891566,5,6,0,2.0,3.0
127,393844,227940,27538,7,-1,1,1,1,1,8,0.587217043941,0.513513513514,198,129,0.858386994616,1.0,0.694117647059,5,3,0,2.0,3.0
128,393844,227940,27538,7,-1,1,1,1,1,8,0.587217043941,0.513513513514,198,130,0.549413823272,0.4,0.694117647059,5,3,0,2.0,3.0
129,393844,227940,27538,7,-1,1,1,1,1,8,0.587217043941,0.513513513514,198,196,0.7618065613,1.0,0.694117647059,5,3,0,2.0,3.0
130,393846,227933,27538,7,0,1,1,4,1,6,0.587217043941,0.513513513514,198,129,0.858386994616,1.0,0.623595505618,5,1,1,0.0,2.0
132,393846,227933,27538,7,0,1,1,4,1,6,0.587217043941,0.513513513514,198,196,0.7618065613,0.857142857143,0.623595505618,5,1,1,0.0,2.0
133,393847,227928,27538,7,0,1,1,1,1,15,0.587217043941,0.513513513514,198,129,0.858386994616,0.0333333333333,0.749311294766,7,8,1,0.0,3.0
134,393847,227928,27538,7,0,1,1,1,1,15,0.587217043941,0.513513513514,198,196,0.7618065613,0.133333333333,0.749311294766,7,8,1,0.0,3.0
135,393848,227922,27538,7,0,1,1,4,1,6,0.587217043941,0.513513513514,198,129,0.858386994616,1.0,0.710455764075,4,2,1,0.0,2.0
137,393848,227922,27538,7,0,1,1,4,1,6,0.587217043941,0.513513513514,198,196,0.7618065613,0.857142857143,0.710455764075,4,2,1,0.0,2.0
138,393853,227915,27538,7,0,1,1,6,4,4,0.587217043941,0.513513513514,198,129,0.858386994616,1.0,0.778846153846,3,1,1,0.0,1.0
139,393853,227915,27538,7,0,1,1,6,4,4,0.587217043941,0.513513513514,198,130,0.549413823272,0.75,0.778846153846,3,1,1,0.0,1.0
